,match_id,team_id,team,minute,team_goals,yellow_cards,shots_generated,red_cards,score_differential,outcome,final_third_percentage,max_minute_game,minute_percentage,home_away,final_goals
241,3754039,31,Crystal Palace,55,1,0,6,0,0,0,0.03433313166666667,97,56.99999999999999,1,1
242,3754039,31,Crystal Palace,56,1,0,6,0,0,0,0.05119632166666667,97,57.99999999999999,1,1
243,3754039,31,Crystal Palace,57,1,0,7,0,0,0,0.062676555,97,59.0,1,1
244,3754039,31,Crystal Palace,58,1,0,8,0,0,0,0.07147058666666667,97,60.0,1,1
245,3754039,31,Crystal Palace,59,1,0,8,0,0,0,0.07147058666666667,97,61.0,1,1
246,3754039,31,Crystal Palace,60,1,0,8,0,0,0,0.08435507,97,62.0,1,1
247,3754039,31,Crystal Palace,61,1,0,8,0,0,0,0.06862624666666667,97,63.0,1,1
248,3754039,31,Crystal Palace,62,1,0,8,0,0,0,0.062033695,97,64.0,1,1
249,3754039,31,Crystal Palace,63,1,0,8,0,0,0,0.057071000000000004,97,65.0,1,1
250,3754039,31,Crystal Palace,64,1,0,8,0,0,0,0.06409588,97,66.0,1,1
251,3754039,31,Crystal Palace,65,1,0,8,0,0,0,0.07747505166666666,97,67.0,1,1
252,3754039,31,Crystal Palace,66,1,0,8,0,0,0,0.060611861666666655,97,68.0,1,1
253,3754039,31,Crystal Palace,67,1,0,8,0,0,0,0.060372721666666664,97,69.0,1,1
254,3754039,31,Crystal Palace,68,1,0,8,0,0,0,0.05662665166666667,97,70.0,1,1
255,3754039,31,Crystal Palace,69,1,0,8,0,0,0,0.06598024833333334,97,71.0,1,1
256,3754039,31,Crystal Palace,70,1,0,8,0,0,0,0.053095764999999996,97,72.0,1,1
257,3754039,31,Crystal Palace,71,1,0,8,0,0,0,0.053095764999999996,97,73.0,1,1
258,3754039,31,Crystal Palace,72,1,0,8,0,0,0,0.05315636666666666,97,74.0,1,1
259,3754039,31,Crystal Palace,73,1,0,8,0,0,0,0.05315636666666666,97,75.0,1,1
260,3754039,31,Crystal Palace,74,1,0,8,0,0,0,0.04906211166666667,97,76.0,1,1
261,3754039,31,Crystal Palace,75,1,0,8,0,0,0,0.043312445000000005,97,77.0,1,1
262,3754039,31,Crystal Palace,76,1,1,8,0,0,0,0.04841658333333333,97,78.0,1,1
263,3754039,31,Crystal Palace,77,1,1,9,0,0,0,0.03425395333333334,97,79.0,1,1
